"PMID","Feature","Present"
"30913089","CaseReport",FALSE
"30913089","CaseSeries",FALSE
"30913089","Review",FALSE
"30913089","IOPN",FALSE
"30913089","IPMN",FALSE
"30913089","AJCCTNM",FALSE
"30153220","Pancreas",TRUE
"30153220","Ampulla",FALSE
"30153220","BileDuct",FALSE
"30153220","Gallbladder",FALSE
"30153220","Neuroendocrine",TRUE
"30153220","Morphology",TRUE
"30153220","IHC",TRUE
"30153220","Molecular",FALSE
"30153220","Cytology",FALSE
"30153220","Staging",FALSE
"30153220","Preneoplastic",FALSE
"30153220","Microenvironment",TRUE
"30153220","SPN",FALSE
"30153220","AnalogueTumors",FALSE
"30153220","Pancreattis",FALSE
"30153220","Benign",FALSE
"30153220","ExperimentalAnimal",FALSE
"30153220","TechniquesMethods",FALSE
"30153220","Epidemiology",FALSE
"30153220","Screening",FALSE
"30153220","RiskFactors",FALSE
"30153220","SEER",FALSE
"30153220","Oncomine",FALSE
"30153220","TCGA",FALSE
"30153220","CaseReport",FALSE
"30153220","CaseSeries",FALSE
"30153220","Review",FALSE
"30153220","IOPN",FALSE
"30153220","IPMN",FALSE
"30153220","AJCCTNM",FALSE
"30340569","Pancreas",TRUE
"30340569","Ampulla",FALSE
"30340569","BileDuct",FALSE
"30340569","Gallbladder",FALSE
"30340569","Neuroendocrine",TRUE
"30340569","Morphology",FALSE
"30340569","IHC",FALSE
"30340569","Molecular",FALSE
"30340569","Cytology",FALSE
"30340569","Staging",TRUE
"30340569","Preneoplastic",FALSE
"30340569","Microenvironment",FALSE
"30340569","SPN",FALSE
"30340569","AnalogueTumors",FALSE
"30340569","Pancreattis",FALSE
"30340569","Benign",FALSE
"30340569","ExperimentalAnimal",FALSE
"30340569","TechniquesMethods",FALSE
"30340569","Epidemiology",FALSE
"30340569","Screening",FALSE
"30340569","RiskFactors",FALSE
"30340569","SEER",TRUE
"30340569","Oncomine",FALSE
"30340569","TCGA",FALSE
"30340569","CaseReport",FALSE
"30340569","CaseSeries",FALSE
"30340569","Review",FALSE
"30340569","IOPN",FALSE
"30340569","IPMN",FALSE
"30340569","AJCCTNM",FALSE
"30872175","Pancreas",TRUE
"30872175","Ampulla",FALSE
"30872175","BileDuct",FALSE
"30872175","Gallbladder",FALSE
"30872175","Neuroendocrine",TRUE
"30872175","Morphology",FALSE
"30872175","IHC",FALSE
"30872175","Molecular",FALSE
"30872175","Cytology",FALSE
"30872175","Staging",TRUE
"30872175","Preneoplastic",FALSE
"30872175","Microenvironment",FALSE
"30872175","SPN",FALSE
"30872175","AnalogueTumors",FALSE
"30872175","Pancreattis",FALSE
"30872175","Benign",FALSE
"30872175","ExperimentalAnimal",FALSE
"30872175","TechniquesMethods",FALSE
"30872175","Epidemiology",FALSE
"30872175","Screening",FALSE
"30872175","RiskFactors",FALSE
"30872175","SEER",TRUE
"30872175","Oncomine",FALSE
"30872175","TCGA",FALSE
"30872175","CaseReport",FALSE
"30872175","CaseSeries",FALSE
"30872175","Review",FALSE
"30872175","IOPN",FALSE
"30872175","IPMN",FALSE
"30872175","AJCCTNM",FALSE
"30730608","Pancreas",FALSE
"30730608","Ampulla",FALSE
"30730608","BileDuct",TRUE
"30730608","Gallbladder",FALSE
"30730608","Neuroendocrine",FALSE
"30730608","Morphology",TRUE
"30730608","IHC",FALSE
"30730608","Molecular",FALSE
"30730608","Cytology",TRUE
"30730608","Staging",FALSE
"30730608","Preneoplastic",FALSE
"30730608","Microenvironment",FALSE
"30730608","SPN",FALSE
"30730608","AnalogueTumors",FALSE
"30730608","Pancreattis",FALSE
"30730608","Benign",FALSE
"30730608","ExperimentalAnimal",FALSE
"30730608","TechniquesMethods",FALSE
"30730608","Epidemiology",FALSE
"30730608","Screening",FALSE
"30730608","RiskFactors",FALSE
"30730608","SEER",FALSE
"30730608","Oncomine",FALSE
"30730608","TCGA",FALSE
"30730608","CaseReport",FALSE
"30730608","CaseSeries",FALSE
"30730608","Review",FALSE
"30730608","IOPN",FALSE
"30730608","IPMN",FALSE
"30730608","AJCCTNM",FALSE
"30846414","Pancreas",TRUE
"30846414","Ampulla",FALSE
"30846414","BileDuct",FALSE
"30846414","Gallbladder",FALSE
"30846414","Neuroendocrine",FALSE
"30846414","Morphology",FALSE
"30846414","IHC",FALSE
"30846414","Molecular",TRUE
"30846414","Cytology",FALSE
"30846414","Staging",FALSE
"30846414","Preneoplastic",FALSE
"30846414","Microenvironment",FALSE
"30846414","SPN",FALSE
"30846414","AnalogueTumors",FALSE
"30846414","Pancreattis",FALSE
"30846414","Benign",FALSE
"30846414","ExperimentalAnimal",FALSE
"30846414","TechniquesMethods",FALSE
"30846414","Epidemiology",FALSE
"30846414","Screening",FALSE
"30846414","RiskFactors",FALSE
"30846414","SEER",FALSE
"30846414","Oncomine",FALSE
"30846414","TCGA",FALSE
"30846414","CaseReport",FALSE
"30846414","CaseSeries",FALSE
"30846414","Review",FALSE
"30846414","IOPN",FALSE
"30846414","IPMN",FALSE
"30846414","AJCCTNM",FALSE
"30836094","Pancreas",TRUE
"30836094","Ampulla",FALSE
"30836094","BileDuct",FALSE
"30836094","Gallbladder",FALSE
"30836094","Neuroendocrine",FALSE
"30836094","Morphology",FALSE
"30836094","IHC",FALSE
"30836094","Molecular",TRUE
"30836094","Cytology",FALSE
"30836094","Staging",FALSE
"30836094","Preneoplastic",FALSE
"30836094","Microenvironment",FALSE
"30836094","SPN",FALSE
"30836094","AnalogueTumors",FALSE
"30836094","Pancreattis",FALSE
"30836094","Benign",FALSE
"30836094","ExperimentalAnimal",FALSE
"30836094","TechniquesMethods",FALSE
"30836094","Epidemiology",FALSE
"30836094","Screening",FALSE
"30836094","RiskFactors",FALSE
"30836094","SEER",FALSE
"30836094","Oncomine",FALSE
"30836094","TCGA",FALSE
"30836094","CaseReport",FALSE
"30836094","CaseSeries",FALSE
"30836094","Review",FALSE
"30836094","IOPN",FALSE
"30836094","IPMN",FALSE
"30836094","AJCCTNM",FALSE
"30826259","Pancreas",TRUE
"30826259","Ampulla",FALSE
"30826259","BileDuct",FALSE
"30826259","Gallbladder",FALSE
"30826259","Neuroendocrine",FALSE
"30826259","Morphology",FALSE
"30826259","IHC",FALSE
"30826259","Molecular",TRUE
"30826259","Cytology",FALSE
"30826259","Staging",FALSE
"30826259","Preneoplastic",FALSE
"30826259","Microenvironment",FALSE
"30826259","SPN",FALSE
"30826259","AnalogueTumors",FALSE
"30826259","Pancreattis",FALSE
"30826259","Benign",FALSE
"30826259","ExperimentalAnimal",FALSE
"30826259","TechniquesMethods",FALSE
"30826259","Epidemiology",FALSE
"30826259","Screening",FALSE
"30826259","RiskFactors",FALSE
"30826259","SEER",FALSE
"30826259","Oncomine",FALSE
"30826259","TCGA",FALSE
"30826259","CaseReport",FALSE
"30826259","CaseSeries",FALSE
"30826259","Review",FALSE
"30826259","IOPN",FALSE
"30826259","IPMN",FALSE
"30826259","AJCCTNM",FALSE
"30728464","Pancreas",TRUE
"30728464","Ampulla",FALSE
"30728464","BileDuct",FALSE
"30728464","Gallbladder",FALSE
"30728464","Neuroendocrine",FALSE
"30728464","Morphology",FALSE
"30728464","IHC",FALSE
"30728464","Molecular",TRUE
"30728464","Cytology",FALSE
"30728464","Staging",FALSE
"30728464","Preneoplastic",FALSE
"30728464","Microenvironment",FALSE
"30728464","SPN",FALSE
"30728464","AnalogueTumors",FALSE
"30728464","Pancreattis",FALSE
"30728464","Benign",FALSE
"30728464","ExperimentalAnimal",TRUE
"30728464","TechniquesMethods",FALSE
"30728464","Epidemiology",FALSE
"30728464","Screening",FALSE
"30728464","RiskFactors",FALSE
"30728464","SEER",FALSE
"30728464","Oncomine",FALSE
"30728464","TCGA",FALSE
"30728464","CaseReport",FALSE
"30728464","CaseSeries",FALSE
"30728464","Review",FALSE
"30728464","IOPN",FALSE
"30728464","IPMN",FALSE
"30728464","AJCCTNM",FALSE
"30811747","Pancreas",TRUE
"30811747","Ampulla",FALSE
"30811747","BileDuct",FALSE
"30811747","Gallbladder",FALSE
"30811747","Neuroendocrine",FALSE
"30811747","Morphology",FALSE
"30811747","IHC",FALSE
"30811747","Molecular",TRUE
"30811747","Cytology",FALSE
"30811747","Staging",FALSE
"30811747","Preneoplastic",FALSE
"30811747","Microenvironment",FALSE
"30811747","SPN",TRUE
"30811747","AnalogueTumors",FALSE
"30811747","Pancreattis",FALSE
"30811747","Benign",FALSE
"30811747","ExperimentalAnimal",FALSE
"30811747","TechniquesMethods",FALSE
"30811747","Epidemiology",FALSE
"30811747","Screening",FALSE
"30811747","RiskFactors",FALSE
"30811747","SEER",FALSE
"30811747","Oncomine",FALSE
"30811747","TCGA",FALSE
"30811747","CaseReport",FALSE
"30811747","CaseSeries",FALSE
"30811747","Review",FALSE
"30811747","IOPN",FALSE
"30811747","IPMN",FALSE
"30811747","AJCCTNM",FALSE
"30705050","Pancreas",TRUE
"30705050","Ampulla",FALSE
"30705050","BileDuct",FALSE
"30705050","Gallbladder",FALSE
"30705050","Neuroendocrine",FALSE
"30705050","Morphology",FALSE
"30705050","IHC",FALSE
"30705050","Molecular",TRUE
"30705050","Cytology",FALSE
"30705050","Staging",FALSE
"30705050","Preneoplastic",FALSE
"30705050","Microenvironment",TRUE
"30705050","SPN",FALSE
"30705050","AnalogueTumors",FALSE
"30705050","Pancreattis",TRUE
"30705050","Benign",TRUE
"30705050","ExperimentalAnimal",FALSE
"30705050","TechniquesMethods",FALSE
"30705050","Epidemiology",FALSE
"30705050","Screening",FALSE
"30705050","RiskFactors",FALSE
"30705050","SEER",FALSE
"30705050","Oncomine",FALSE
"30705050","TCGA",FALSE
"30705050","CaseReport",FALSE
"30705050","CaseSeries",FALSE
"30705050","Review",FALSE
"30705050","IOPN",FALSE
"30705050","IPMN",FALSE
"30705050","AJCCTNM",FALSE
"30800224","Pancreas",TRUE
"30800224","Ampulla",FALSE
"30800224","BileDuct",FALSE
"30800224","Gallbladder",FALSE
"30800224","Neuroendocrine",FALSE
"30800224","Morphology",FALSE
"30800224","IHC",FALSE
"30800224","Molecular",TRUE
"30800224","Cytology",FALSE
"30800224","Staging",FALSE
"30800224","Preneoplastic",FALSE
"30800224","Microenvironment",TRUE
"30800224","SPN",FALSE
"30800224","AnalogueTumors",FALSE
"30800224","Pancreattis",FALSE
"30800224","Benign",FALSE
"30800224","ExperimentalAnimal",FALSE
"30800224","TechniquesMethods",FALSE
"30800224","Epidemiology",FALSE
"30800224","Screening",FALSE
"30800224","RiskFactors",FALSE
"30800224","SEER",FALSE
"30800224","Oncomine",FALSE
"30800224","TCGA",FALSE
"30800224","CaseReport",FALSE
"30800224","CaseSeries",FALSE
"30800224","Review",FALSE
"30800224","IOPN",FALSE
"30800224","IPMN",FALSE
"30800224","AJCCTNM",FALSE
"30799278","Pancreas",TRUE
"30799278","Ampulla",FALSE
"30799278","BileDuct",FALSE
"30799278","Gallbladder",FALSE
"30799278","Neuroendocrine",FALSE
"30799278","Morphology",FALSE
"30799278","IHC",FALSE
"30799278","Molecular",TRUE
"30799278","Cytology",FALSE
"30799278","Staging",FALSE
"30799278","Preneoplastic",FALSE
"30799278","Microenvironment",TRUE
"30799278","SPN",FALSE
"30799278","AnalogueTumors",FALSE
"30799278","Pancreattis",FALSE
"30799278","Benign",FALSE
"30799278","ExperimentalAnimal",FALSE
"30799278","TechniquesMethods",FALSE
"30799278","Epidemiology",FALSE
"30799278","Screening",FALSE
"30799278","RiskFactors",FALSE
"30799278","SEER",FALSE
"30799278","Oncomine",FALSE
"30799278","TCGA",FALSE
"30799278","CaseReport",FALSE
"30799278","CaseSeries",FALSE
"30799278","Review",FALSE
"30799278","IOPN",FALSE
"30799278","IPMN",FALSE
"30799278","AJCCTNM",FALSE
"30716326","Pancreas",TRUE
"30716326","Ampulla",FALSE
"30716326","BileDuct",FALSE
"30716326","Gallbladder",FALSE
"30716326","Neuroendocrine",FALSE
"30716326","Morphology",FALSE
"30716326","IHC",FALSE
"30716326","Molecular",TRUE
"30716326","Cytology",FALSE
"30716326","Staging",FALSE
"30716326","Preneoplastic",FALSE
"30716326","Microenvironment",TRUE
"30716326","SPN",FALSE
"30716326","AnalogueTumors",FALSE
"30716326","Pancreattis",FALSE
"30716326","Benign",FALSE
"30716326","ExperimentalAnimal",FALSE
"30716326","TechniquesMethods",FALSE
"30716326","Epidemiology",FALSE
"30716326","Screening",FALSE
"30716326","RiskFactors",FALSE
"30716326","SEER",FALSE
"30716326","Oncomine",FALSE
"30716326","TCGA",FALSE
"30716326","CaseReport",FALSE
"30716326","CaseSeries",FALSE
"30716326","Review",FALSE
"30716326","IOPN",FALSE
"30716326","IPMN",FALSE
"30716326","AJCCTNM",FALSE
"30577767","Pancreas",TRUE
"30577767","Ampulla",FALSE
"30577767","BileDuct",FALSE
"30577767","Gallbladder",FALSE
"30577767","Neuroendocrine",FALSE
"30577767","Morphology",FALSE
"30577767","IHC",FALSE
"30577767","Molecular",TRUE
"30577767","Cytology",FALSE
"30577767","Staging",FALSE
"30577767","Preneoplastic",FALSE
"30577767","Microenvironment",TRUE
"30577767","SPN",FALSE
"30577767","AnalogueTumors",FALSE
"30577767","Pancreattis",FALSE
"30577767","Benign",FALSE
"30577767","ExperimentalAnimal",FALSE
"30577767","TechniquesMethods",FALSE
"30577767","Epidemiology",FALSE
"30577767","Screening",FALSE
"30577767","RiskFactors",FALSE
"30577767","SEER",FALSE
"30577767","Oncomine",FALSE
"30577767","TCGA",FALSE
"30577767","CaseReport",FALSE
"30577767","CaseSeries",FALSE
"30577767","Review",FALSE
"30577767","IOPN",FALSE
"30577767","IPMN",FALSE
"30577767","AJCCTNM",FALSE
"30716324","Pancreas",TRUE
"30716324","Ampulla",FALSE
"30716324","BileDuct",FALSE
"30716324","Gallbladder",FALSE
"30716324","Neuroendocrine",FALSE
"30716324","Morphology",FALSE
"30716324","IHC",FALSE
"30716324","Molecular",TRUE
"30716324","Cytology",FALSE
"30716324","Staging",FALSE
"30716324","Preneoplastic",TRUE
"30716324","Microenvironment",FALSE
"30716324","SPN",FALSE
"30716324","AnalogueTumors",FALSE
"30716324","Pancreattis",FALSE
"30716324","Benign",FALSE
"30716324","ExperimentalAnimal",FALSE
"30716324","TechniquesMethods",FALSE
"30716324","Epidemiology",FALSE
"30716324","Screening",FALSE
"30716324","RiskFactors",FALSE
"30716324","SEER",FALSE
"30716324","Oncomine",FALSE
"30716324","TCGA",FALSE
"30716324","CaseReport",FALSE
"30716324","CaseSeries",FALSE
"30716324","Review",FALSE
"30716324","IOPN",FALSE
"30716324","IPMN",TRUE
"30716324","AJCCTNM",FALSE
"31014264","Pancreas",TRUE
"31014264","Ampulla",FALSE
"31014264","BileDuct",FALSE
"31014264","Gallbladder",FALSE
"31014264","Neuroendocrine",FALSE
"31014264","Morphology",FALSE
"31014264","IHC",FALSE
"31014264","Molecular",FALSE
"31014264","Cytology",FALSE
"31014264","Staging",TRUE
"31014264","Preneoplastic",FALSE
"31014264","Microenvironment",FALSE
"31014264","SPN",FALSE
"31014264","AnalogueTumors",FALSE
"31014264","Pancreattis",FALSE
"31014264","Benign",FALSE
"31014264","ExperimentalAnimal",FALSE
"31014264","TechniquesMethods",FALSE
"31014264","Epidemiology",TRUE
"31014264","Screening",FALSE
"31014264","RiskFactors",FALSE
"31014264","SEER",TRUE
"31014264","Oncomine",FALSE
"31014264","TCGA",FALSE
"31014264","CaseReport",FALSE
"31014264","CaseSeries",FALSE
"31014264","Review",FALSE
"31014264","IOPN",FALSE
"31014264","IPMN",FALSE
"31014264","AJCCTNM",TRUE
"30941687","Pancreas",TRUE
"30941687","Ampulla",FALSE
"30941687","BileDuct",FALSE
"30941687","Gallbladder",FALSE
"30941687","Neuroendocrine",FALSE
"30941687","Morphology",TRUE
"30941687","IHC",FALSE
"30941687","Molecular",FALSE
"30941687","Cytology",FALSE
"30941687","Staging",FALSE
"30941687","Preneoplastic",FALSE
"30941687","Microenvironment",FALSE
"30941687","SPN",FALSE
"30941687","AnalogueTumors",FALSE
"30941687","Pancreattis",FALSE
"30941687","Benign",FALSE
"30941687","ExperimentalAnimal",FALSE
"30941687","TechniquesMethods",FALSE
"30941687","Epidemiology",FALSE
"30941687","Screening",FALSE
"30941687","RiskFactors",FALSE
"30941687","SEER",FALSE
"30941687","Oncomine",FALSE
"30941687","TCGA",FALSE
"30941687","CaseReport",FALSE
"30941687","CaseSeries",TRUE
"30941687","Review",FALSE
"30941687","IOPN",FALSE
"30941687","IPMN",FALSE
"30941687","AJCCTNM",FALSE
"30973469","Pancreas",TRUE
"30973469","Ampulla",FALSE
"30973469","BileDuct",FALSE
"30973469","Gallbladder",FALSE
"30973469","Neuroendocrine",FALSE
"30973469","Morphology",TRUE
"30973469","IHC",FALSE
"30973469","Molecular",FALSE
"30973469","Cytology",FALSE
"30973469","Staging",FALSE
"30973469","Preneoplastic",FALSE
"30973469","Microenvironment",FALSE
"30973469","SPN",FALSE
"30973469","AnalogueTumors",FALSE
"30973469","Pancreattis",FALSE
"30973469","Benign",FALSE
"30973469","ExperimentalAnimal",FALSE
"30973469","TechniquesMethods",FALSE
"30973469","Epidemiology",FALSE
"30973469","Screening",FALSE
"30973469","RiskFactors",FALSE
"30973469","SEER",FALSE
"30973469","Oncomine",FALSE
"30973469","TCGA",FALSE
"30973469","CaseReport",FALSE
"30973469","CaseSeries",FALSE
"30973469","Review",FALSE
"30973469","IOPN",FALSE
"30973469","IPMN",FALSE
"30973469","AJCCTNM",FALSE
"30973464","Pancreas",TRUE
"30973464","Ampulla",FALSE
"30973464","BileDuct",FALSE
"30973464","Gallbladder",FALSE
"30973464","Neuroendocrine",FALSE
"30973464","Morphology",FALSE
"30973464","IHC",FALSE
"30973464","Molecular",FALSE
"30973464","Cytology",FALSE
"30973464","Staging",FALSE
"30973464","Preneoplastic",FALSE
"30973464","Microenvironment",FALSE
"30973464","SPN",TRUE
"30973464","AnalogueTumors",FALSE
"30973464","Pancreattis",FALSE
"30973464","Benign",FALSE
"30973464","ExperimentalAnimal",FALSE
"30973464","TechniquesMethods",FALSE
"30973464","Epidemiology",TRUE
"30973464","Screening",FALSE
"30973464","RiskFactors",FALSE
"30973464","SEER",FALSE
"30973464","Oncomine",FALSE
"30973464","TCGA",FALSE
"30973464","CaseReport",FALSE
"30973464","CaseSeries",FALSE
"30973464","Review",FALSE
"30973464","IOPN",FALSE
"30973464","IPMN",FALSE
"30973464","AJCCTNM",FALSE
"31022384","Pancreas",TRUE
"31022384","Ampulla",FALSE
"31022384","BileDuct",FALSE
"31022384","Gallbladder",FALSE
"31022384","Neuroendocrine",FALSE
"31022384","Morphology",FALSE
"31022384","IHC",FALSE
"31022384","Molecular",TRUE
"31022384","Cytology",FALSE
"31022384","Staging",FALSE
"31022384","Preneoplastic",FALSE
"31022384","Microenvironment",TRUE
"31022384","SPN",FALSE
"31022384","AnalogueTumors",FALSE
"31022384","Pancreattis",FALSE
"31022384","Benign",FALSE
"31022384","ExperimentalAnimal",TRUE
"31022384","TechniquesMethods",FALSE
"31022384","Epidemiology",FALSE
"31022384","Screening",FALSE
"31022384","RiskFactors",FALSE
"31022384","SEER",FALSE
"31022384","Oncomine",FALSE
"31022384","TCGA",FALSE
"31022384","CaseReport",FALSE
"31022384","CaseSeries",FALSE
"31022384","Review",FALSE
"31022384","IOPN",FALSE
"31022384","IPMN",FALSE
"31022384","AJCCTNM",FALSE
"31020988","Pancreas",TRUE
"31020988","Ampulla",FALSE
"31020988","BileDuct",FALSE
"31020988","Gallbladder",FALSE
"31020988","Neuroendocrine",TRUE
"31020988","Morphology",TRUE
"31020988","IHC",FALSE
"31020988","Molecular",FALSE
"31020988","Cytology",FALSE
"31020988","Staging",FALSE
"31020988","Preneoplastic",FALSE
"31020988","Microenvironment",FALSE
"31020988","SPN",FALSE
"31020988","AnalogueTumors",FALSE
"31020988","Pancreattis",FALSE
"31020988","Benign",FALSE
"31020988","ExperimentalAnimal",FALSE
"31020988","TechniquesMethods",FALSE
"31020988","Epidemiology",FALSE
"31020988","Screening",FALSE
"31020988","RiskFactors",FALSE
"31020988","SEER",FALSE
"31020988","Oncomine",FALSE
"31020988","TCGA",FALSE
"31020988","CaseReport",FALSE
"31020988","CaseSeries",FALSE
"31020988","Review",FALSE
"31020988","IOPN",FALSE
"31020988","IPMN",FALSE
"31020988","AJCCTNM",FALSE
"29043580","Pancreas",TRUE
"29043580","Ampulla",FALSE
"29043580","BileDuct",FALSE
"29043580","Gallbladder",FALSE
"29043580","Neuroendocrine",FALSE
"29043580","Morphology",FALSE
"29043580","IHC",FALSE
"29043580","Molecular",FALSE
"29043580","Cytology",FALSE
"29043580","Staging",TRUE
"29043580","Preneoplastic",FALSE
"29043580","Microenvironment",FALSE
"29043580","SPN",FALSE
"29043580","AnalogueTumors",FALSE
"29043580","Pancreattis",FALSE
"29043580","Benign",FALSE
"29043580","ExperimentalAnimal",FALSE
"29043580","TechniquesMethods",FALSE
"29043580","Epidemiology",FALSE
"29043580","Screening",FALSE
"29043580","RiskFactors",FALSE
"29043580","SEER",FALSE
"29043580","Oncomine",FALSE
"29043580","TCGA",FALSE
"29043580","CaseReport",FALSE
"29043580","CaseSeries",FALSE
"29043580","Review",FALSE
"29043580","IOPN",FALSE
"29043580","IPMN",FALSE
"29043580","AJCCTNM",TRUE
"30946243","Pancreas",TRUE
"30946243","Ampulla",FALSE
"30946243","BileDuct",FALSE
"30946243","Gallbladder",FALSE
"30946243","Neuroendocrine",FALSE
"30946243","Morphology",TRUE
"30946243","IHC",FALSE
"30946243","Molecular",FALSE
"30946243","Cytology",FALSE
"30946243","Staging",FALSE
"30946243","Preneoplastic",TRUE
"30946243","Microenvironment",FALSE
"30946243","SPN",FALSE
"30946243","AnalogueTumors",FALSE
"30946243","Pancreattis",FALSE
"30946243","Benign",FALSE
"30946243","ExperimentalAnimal",FALSE
"30946243","TechniquesMethods",FALSE
"30946243","Epidemiology",FALSE
"30946243","Screening",FALSE
"30946243","RiskFactors",FALSE
"30946243","SEER",FALSE
"30946243","Oncomine",FALSE
"30946243","TCGA",FALSE
"30946243","CaseReport",FALSE
"30946243","CaseSeries",FALSE
"30946243","Review",FALSE
"30946243","IOPN",FALSE
"30946243","IPMN",TRUE
"30946243","AJCCTNM",FALSE
"30879148","Pancreas",TRUE
"30879148","Ampulla",FALSE
"30879148","BileDuct",FALSE
"30879148","Gallbladder",FALSE
"30879148","Neuroendocrine",FALSE
"30879148","Morphology",TRUE
"30879148","IHC",TRUE
"30879148","Molecular",TRUE
"30879148","Cytology",FALSE
"30879148","Staging",FALSE
"30879148","Preneoplastic",TRUE
"30879148","Microenvironment",FALSE
"30879148","SPN",FALSE
"30879148","AnalogueTumors",FALSE
"30879148","Pancreattis",FALSE
"30879148","Benign",FALSE
"30879148","ExperimentalAnimal",FALSE
"30879148","TechniquesMethods",FALSE
"30879148","Epidemiology",FALSE
"30879148","Screening",FALSE
"30879148","RiskFactors",FALSE
"30879148","SEER",FALSE
"30879148","Oncomine",FALSE
"30879148","TCGA",FALSE
"30879148","CaseReport",FALSE
"30879148","CaseSeries",FALSE
"30879148","Review",FALSE
"30879148","IOPN",FALSE
"30879148","IPMN",FALSE
"30879148","AJCCTNM",FALSE
"31009406","Pancreas",TRUE
"31009406","Ampulla",FALSE
"31009406","BileDuct",FALSE
"31009406","Gallbladder",FALSE
"31009406","Neuroendocrine",FALSE
"31009406","Morphology",TRUE
"31009406","IHC",TRUE
"31009406","Molecular",FALSE
"31009406","Cytology",FALSE
"31009406","Staging",FALSE
"31009406","Preneoplastic",TRUE
"31009406","Microenvironment",FALSE
"31009406","SPN",FALSE
"31009406","AnalogueTumors",FALSE
"31009406","Pancreattis",FALSE
"31009406","Benign",TRUE
"31009406","ExperimentalAnimal",FALSE
"31009406","TechniquesMethods",FALSE
"31009406","Epidemiology",FALSE
"31009406","Screening",FALSE
"31009406","RiskFactors",FALSE
"31009406","SEER",FALSE
"31009406","Oncomine",FALSE
"31009406","TCGA",FALSE
"31009406","CaseReport",FALSE
"31009406","CaseSeries",FALSE
"31009406","Review",FALSE
"31009406","IOPN",FALSE
"31009406","IPMN",FALSE
"31009406","AJCCTNM",FALSE
"31025231","Pancreas",TRUE
"31025231","Ampulla",FALSE
"31025231","BileDuct",FALSE
"31025231","Gallbladder",FALSE
"31025231","Neuroendocrine",FALSE
"31025231","Morphology",FALSE
"31025231","IHC",FALSE
"31025231","Molecular",TRUE
"31025231","Cytology",FALSE
"31025231","Staging",FALSE
"31025231","Preneoplastic",TRUE
"31025231","Microenvironment",FALSE
"31025231","SPN",FALSE
"31025231","AnalogueTumors",FALSE
"31025231","Pancreattis",FALSE
"31025231","Benign",FALSE
"31025231","ExperimentalAnimal",FALSE
"31025231","TechniquesMethods",FALSE
"31025231","Epidemiology",FALSE
"31025231","Screening",FALSE
"31025231","RiskFactors",FALSE
"31025231","SEER",FALSE
"31025231","Oncomine",FALSE
"31025231","TCGA",FALSE
"31025231","CaseReport",FALSE
"31025231","CaseSeries",FALSE
"31025231","Review",FALSE
"31025231","IOPN",FALSE
"31025231","IPMN",TRUE
"31025231","AJCCTNM",FALSE
"30667537","Pancreas",FALSE
"30667537","Ampulla",FALSE
"30667537","BileDuct",TRUE
"30667537","Gallbladder",FALSE
"30667537","Neuroendocrine",FALSE
"30667537","Morphology",TRUE
"30667537","IHC",TRUE
"30667537","Molecular",FALSE
"30667537","Cytology",FALSE
"30667537","Staging",FALSE
"30667537","Preneoplastic",FALSE
"30667537","Microenvironment",FALSE
"30667537","SPN",FALSE
"30667537","AnalogueTumors",FALSE
"30667537","Pancreattis",FALSE
"30667537","Benign",FALSE
"30667537","ExperimentalAnimal",FALSE
"30667537","TechniquesMethods",FALSE
"30667537","Epidemiology",FALSE
"30667537","Screening",FALSE
"30667537","RiskFactors",FALSE
"30667537","SEER",FALSE
"30667537","Oncomine",FALSE
"30667537","TCGA",FALSE
"30667537","CaseReport",FALSE
"30667537","CaseSeries",FALSE
"30667537","Review",FALSE
"30667537","IOPN",FALSE
"30667537","IPMN",FALSE
"30667537","AJCCTNM",FALSE
"30986803","Pancreas",FALSE
"30986803","Ampulla",FALSE
"30986803","BileDuct",TRUE
"30986803","Gallbladder",FALSE
"30986803","Neuroendocrine",FALSE
"30986803","Morphology",TRUE
"30986803","IHC",FALSE
"30986803","Molecular",FALSE
"30986803","Cytology",FALSE
"30986803","Staging",TRUE
"30986803","Preneoplastic",FALSE
"30986803","Microenvironment",FALSE
"30986803","SPN",FALSE
"30986803","AnalogueTumors",FALSE
"30986803","Pancreattis",FALSE
"30986803","Benign",FALSE
"30986803","ExperimentalAnimal",FALSE
"30986803","TechniquesMethods",FALSE
"30986803","Epidemiology",FALSE
"30986803","Screening",FALSE
"30986803","RiskFactors",FALSE
"30986803","SEER",FALSE
"30986803","Oncomine",FALSE
"30986803","TCGA",FALSE
"30986803","CaseReport",FALSE
"30986803","CaseSeries",FALSE
"30986803","Review",FALSE
"30986803","IOPN",FALSE
"30986803","IPMN",FALSE
"30986803","AJCCTNM",TRUE
"28683010","Pancreas",FALSE
"28683010","Ampulla",FALSE
"28683010","BileDuct",FALSE
"28683010","Gallbladder",TRUE
"28683010","Neuroendocrine",FALSE
"28683010","Morphology",FALSE
"28683010","IHC",FALSE
"28683010","Molecular",FALSE
"28683010","Cytology",FALSE
"28683010","Staging",TRUE
"28683010","Preneoplastic",FALSE
"28683010","Microenvironment",FALSE
"28683010","SPN",FALSE
"28683010","AnalogueTumors",FALSE
"28683010","Pancreattis",FALSE
"28683010","Benign",FALSE
"28683010","ExperimentalAnimal",FALSE
"28683010","TechniquesMethods",FALSE
"28683010","Epidemiology",FALSE
"28683010","Screening",FALSE
"28683010","RiskFactors",FALSE
"28683010","SEER",TRUE
